speakerid,age,age_onset,birthplace,filename,native_language,sex,country,file_missing?
1524,19.0,0.0,"oquawka, illinois, usa",english441,english,female,usa,False
1525,19.0,10.0,"vienna, austria",german28,german,female,austria,False
1526,36.0,17.0,"rabat, morocco",arabic53,arabic,male,morocco,False
1527,23.0,12.0,"taipei, taiwan",mandarin32,mandarin,female,taiwan,False
1528,23.0,0.0,"salisbury mills, new york, usa",english442,english,male,usa,False
1529,24.0,9.0,"can tho, vietnam",vietnamese12,vietnamese,female,vietnam,False
1530,31.0,0.0,"fort collins, colorado, usa",english443,english,male,usa,False
1531,24.0,0.0,"anniston, alabama, usa",english444,english,male,usa,False
1532,60.0,0.0,"san francisco, california, usa",english445,english,male,usa,False
1533,23.0,0.0,"moorhead, minnesota, usa",english446,english,female,usa,False
1534,21.0,0.0,"hartford, connecticut, usa",english447,english,male,usa,False
1535,22.0,11.0,"paris, france",french43,french,male,france,False
1536,20.0,0.0,"isle of arran, scotland, uk",english448,english,male,uk,False
1537,25.0,3.0,"clark field, philippines",japanese16,japanese,female,philippines,False
1538,27.0,0.0,"barton, vermont, usa",english449,english,male,usa,False
1539,20.0,5.0,"alexandria, virginia, usa",urdu9,urdu,female,usa,False
1541,25.0,6.0,"beijing, china",mandarin33,mandarin,male,china,False
1542,22.0,11.0,"belgrade, serbia",serbian18,serbian,male,serbia,False
1543,33.0,10.0,"milan, italy",italian27,italian,female,italy,False
1544,26.0,0.0,"windsor, uk",english450,english,male,uk,False
1545,20.0,12.0,"la chaux-de-fonds, switzerland",french44,french,female,switzerland,False
1546,44.0,0.0,"hazlehurst, georgia, usa",english451,english,male,usa,False
1547,24.0,0.0,"newcastle, australia",english452,english,male,australia,False
1548,21.0,0.0,"chicago, illinois, usa",english453,english,female,usa,False
1549,24.0,7.0,"belchatow, poland",polish19,polish,male,poland,False
1550,19.0,0.0,"raleigh, north carolina, usa",english454,english,female,usa,False
1551,36.0,8.0,"schiedam, netherlands",dutch42,dutch,male,netherlands,False
1552,29.0,0.0,"washington, dc, usa",english455,english,female,usa,False
1553,26.0,8.0,"sao paulo, brazil",portuguese39,portuguese,female,brazil,False
1554,37.0,0.0,"lancashire, leyland, uk",english456,english,female,uk,False
1555,43.0,0.0,"syracuse, new york, usa",english457,english,male,usa,False
1556,21.0,7.0,"rijeka, croatia",croatian7,croatian,female,croatia,False
1557,19.0,8.0,"chisinau, moldova",romanian19,romanian,male,moldova,False
1558,18.0,4.0,"hong kong, china",cantonese21,cantonese,female,china,False
1559,22.0,0.0,"reno, nevada, usa",english458,english,female,usa,False
1560,19.0,0.0,"charlotte, north carolina, usa",english459,english,male,usa,False
1561,19.0,0.0,"rutland, england, uk",english460,english,female,uk,False
1562,23.0,6.0,"hanoi, vietnam",vietnamese13,vietnamese,male,vietnam,False
1563,44.0,0.0,"poughkeepsie, new york, usa",english461,english,female,usa,False
1564,20.0,0.0,"paducah, kentucky, usa",english462,english,male,usa,False
1565,22.0,7.0,"baghdad, iraq",arabic54,arabic,male,iraq,False
1566,20.0,3.0,"karachi, pakistan",urdu10,urdu,male,pakistan,False
1567,22.0,8.0,"montreal, quebec, canada",french45,french,male,canada,False
1568,29.0,7.0,"yangon, myanmar",burmese2,burmese,male,myanmar,False
1569,70.0,33.0,"beirut, lebanon",arabic55,arabic,male,lebanon,False
1570,32.0,26.0,"kars, turkey",turkish25,turkish,male,turkey,False
1571,53.0,0.0,"brooklyn, new york, usa",english463,english,female,usa,False
1572,52.0,6.0,"bethesda, maryland, usa",farsi14,farsi,female,usa,False
1573,49.0,8.0,"egvad, denmark",danish5,danish,female,denmark,False
1574,39.0,19.0,"la union, el salvador",spanish101,spanish,female,el salvador,False
1575,31.0,26.0,"cochabamba, bolivia",spanish102,spanish,male,bolivia,False
1576,20.0,6.0,"karachi, pakistan",urdu11,urdu,male,pakistan,False
1577,19.0,8.0,"alborg, denmark",danish6,danish,male,denmark,False
1578,31.0,13.0,"shi jia zhuang, hebei, china",mandarin34,mandarin,female,china,False
1579,27.0,12.0,"yantai, shandong, china",mandarin35,mandarin,female,china,False
1580,32.0,10.0,"beijing, china",mandarin36,mandarin,female,china,False
1581,32.0,12.0,"huhot, nei meng gu, china",mandarin37,mandarin,female,china,False
1582,33.0,12.0,"changsha, hunan, china",mandarin38,mandarin,female,china,False
1583,24.0,12.0,"tie ling, liaoning, china",mandarin39,mandarin,female,china,False
1584,46.0,15.0,"san miguel, el salvador",spanish103,spanish,male,el salvador,False
1585,19.0,11.0,"skopje, macedonia",macedonian5,macedonian,female,macedonia,False
1586,19.0,9.0,"skopje, macedonia",macedonian6,macedonian,male,macedonia,False
1587,19.0,10.0,"skopje, macedonia",macedonian7,macedonian,female,macedonia,False
1588,20.0,8.0,"skopje, macedonia",macedonian8,macedonian,male,macedonia,False
1589,19.0,10.0,"skopje, macedonia",macedonian9,macedonian,female,macedonia,False
1590,20.0,10.0,"skopje, macedonia",macedonian10,macedonian,female,macedonia,False
1591,20.0,8.0,"skopje, macedonia",macedonian11,macedonian,female,macedonia,False
1592,20.0,10.0,"skopje, macedonia",macedonian12,macedonian,female,macedonia,False
1593,20.0,8.0,"skopje, macedonia",macedonian13,macedonian,female,macedonia,False
1594,20.0,9.0,"skopje, macedonia",macedonian14,macedonian,female,macedonia,False
1595,20.0,10.0,"skopje, macedonia",macedonian15,macedonian,female,macedonia,False
1596,20.0,5.0,"skopje, macedonia",macedonian16,macedonian,female,macedonia,False
1597,24.0,6.0,"skopje, macedonia",macedonian17,macedonian,male,macedonia,False
1598,20.0,4.0,"tehran, iran",farsi15,farsi,male,iran,False
1599,34.0,19.0,"bucharest, romania",romanian20,romanian,female,romania,False
1600,28.0,20.0,"san miguel, el salvador",spanish104,spanish,female,el salvador,False
1601,20.0,5.0,"skopje, macedonia",macedonian18,macedonian,female,macedonia,False
1602,22.0,10.0,"skopje, macedonia",macedonian19,macedonian,male,macedonia,False
1603,19.0,10.0,"skopje, macedonia",macedonian20,macedonian,female,macedonia,False
1604,19.0,12.0,"skopje, macedonia",macedonian21,macedonian,female,macedonia,False
1605,21.0,8.0,"skopje, macedonia",macedonian22,macedonian,female,macedonia,False
1606,20.0,11.0,"skopje, macedonia",macedonian23,macedonian,female,macedonia,False
1607,20.0,7.0,"skopje, macedonia",macedonian24,macedonian,female,macedonia,False
1608,20.0,9.0,"skopje, macedonia",macedonian25,macedonian,female,macedonia,False
1609,47.0,25.0,"kampong speu, cambodia",khmer5,khmer,male,cambodia,False
1610,44.0,13.0,"nara, japan",japanese17,japanese,female,japan,False
1611,46.0,30.0,"sofia, bulgaria",bulgarian14,bulgarian,male,bulgaria,False
1612,49.0,5.0,"ropar, punjab, india",punjabi5,punjabi,male,india,False
1613,41.0,10.0,"jerez de la frontera, spain",spanish105,spanish,female,spain,False
1614,28.0,12.0,"chengdu, sichuan, china",mandarin40,mandarin,male,china,False
1615,34.0,13.0,"songyuan, jilin, china",mandarin41,mandarin,female,china,False
1616,47.0,16.0,"yanbian, jilin, china",mandarin42,mandarin,female,china,False
1617,24.0,15.0,"datong, shanxi, china",mandarin43,mandarin,female,china,False
1618,27.0,0.0,"ottawa, ontario, canada",english464,english,male,canada,False
1619,53.0,12.0,"coburg, germany",german29,german,female,germany,False
1620,58.0,14.0,"nicosia, cyprus",greek10,greek,male,cyprus,False
1621,21.0,5.0,"lima, peru",spanish106,spanish,male,peru,False
1622,36.0,14.0,"san salvador, el salvador",spanish107,spanish,male,el salvador,False
1623,54.0,38.0,"abadan, iran",farsi16,farsi,female,iran,False
1624,51.0,14.0,"haenam, south korea",korean27,korean,male,south korea,False
1625,53.0,4.0,"gdansk, poland",polish20,polish,female,poland,False
1626,52.0,13.0,"kyoto, japan",japanese18,japanese,female,japan,False
1627,62.0,7.0,"cabanatuan city, philippines",tagalog8,tagalog,female,philippines,False
1628,19.0,4.0,"islamabad, pakistan",urdu12,urdu,female,pakistan,False
1629,36.0,24.0,"medellin, colombia",spanish108,spanish,male,colombia,False
1630,21.0,16.0,"hangzhou, zhejiang, china",mandarin44,mandarin,male,china,False
1631,42.0,12.0,"beijing, china",mandarin45,mandarin,female,china,False
1632,72.0,40.0,"pingxiang, jiangxi, china",gan1,gan,male,china,False
1633,43.0,13.0,"jaipur, india",hindi13,hindi,female,india,False
1634,21.0,3.0,"athens, greece",greek11,greek,female,greece,False
1635,20.0,0.0,"aylesbury, buckinghamshire, uk",english465,english,male,uk,False
1636,43.0,9.0,"jilin city, jilin, china",mandarin46,mandarin,female,china,False
1637,18.0,0.0,"portland, maine, usa",english466,english,male,usa,False
1638,50.0,12.0,"ronse, belgium",vlaams4,vlaams,female,belgium,False
1639,23.0,1.0,"pozzuoli, italy",english467,english,male,italy,False
1640,30.0,0.0,"myrtle beach, south carolina, usa",english468,english,male,usa,False
1641,22.0,0.0,"knoxville, tennessee, usa",english469,english,male,usa,False
1642,21.0,0.0,"leighton buzzard, uk",english470,english,male,uk,False
1643,22.0,10.0,"chatenay malabry, france",french46,french,male,france,False
1644,28.0,8.0,"beijing, china",mandarin47,mandarin,female,china,False
1645,37.0,12.0,"pingdingshan, henan, china",mandarin48,mandarin,male,china,False
1646,30.0,12.0,"taizhou, zhejiang, china",wu1,wu,female,china,False
1647,58.0,3.0,"colombo, sri lanka",tamil4,tamil,female,sri lanka,False
1648,26.0,0.0,"calgary, alberta, canada",english471,english,female,canada,False
1649,26.0,0.0,"rota, spain",english472,english,male,spain,False
1650,20.0,0.0,"nottingham, uk",english473,english,male,uk,False
1651,30.0,10.0,"kolobrzeg, poland",polish21,polish,male,poland,False
1652,19.0,11.0,"koszalin, poland",polish22,polish,male,poland,False
1653,21.0,8.0,"lobez, poland",polish23,polish,male,poland,False
1654,20.0,10.0,"koszalin, poland",polish24,polish,female,poland,False
1655,72.0,13.0,"pei kang, taiwan",hakka1,hakka,female,taiwan,False
1656,33.0,0.0,"rochester, minnesota, usa",english474,english,female,usa,False
1657,29.0,0.0,"ogden, utah, usa",english475,english,female,usa,False
1658,64.0,0.0,"manchester, new hampshire, usa",english476,english,female,usa,False
1659,31.0,0.0,"san diego, california, usa",english477,english,female,usa,False
1660,21.0,16.0,"maracay, venezuela",spanish109,spanish,male,venezuela,False
1661,19.0,0.0,"sydney, nova scotia, canada",english478,english,male,canada,False
1662,66.0,12.0,"landerneau, brittany, france",french47,french,female,france,False
1663,62.0,13.0,"seoul, south korea",korean28,korean,female,south korea,False
1664,64.0,0.0,"new york, new york, usa",english479,english,female,usa,False
1665,58.0,0.0,"winston-salem, north carolina, usa",english480,english,male,usa,False
1666,88.0,0.0,"stringtown, oklahoma, usa",english481,english,female,usa,False
1667,74.0,0.0,"yeadon, pennsylvania, usa",english482,english,female,usa,False
1668,19.0,0.0,"boston, massachusetts, usa",english483,english,male,usa,False
1669,20.0,4.0,"auburn, australia",khmer6,khmer,female,australia,False
1670,19.0,3.0,"kuala lumpur, malaysia",malay5,malay,male,malaysia,False
1671,20.0,11.0,"koszalin, poland",polish25,polish,male,poland,False
1672,24.0,0.0,"dublin, ireland",english484,english,male,ireland,False
1673,18.0,13.0,"bang na, thailand",thai11,thai,male,thailand,False
1674,20.0,0.0,"cromwell, connecticut, usa",english485,english,male,usa,False
1677,43.0,12.0,"ain defla, algeria",arabic56,arabic,male,algeria,False
1678,27.0,7.0,"ahmedabad, india",gujarati8,gujarati,female,india,False
1679,25.0,6.0,"rome, italy",italian28,italian,male,italy,False
1680,20.0,18.0,"caracas, venezuela",spanish110,spanish,male,venezuela,False
1681,32.0,8.0,"radstadt, austria",german30,german,female,austria,False
1682,25.0,4.0,"sylhet, bangladesh",bengali12,bengali,female,bangladesh,False
1683,53.0,0.0,"corentyne, guyana",english486,english,female,guyana,False
1684,57.0,13.0,"naha, japan",japanese19,japanese,female,japan,False
1685,21.0,10.0,"datteln, germany",german31,german,female,germany,False
1686,21.0,8.0,"trieste, italy",italian29,italian,female,italy,False
1687,19.0,8.0,"masan, south korea",korean29,korean,female,south korea,False
1688,22.0,0.0,"london, uk",english487,english,female,uk,False
1689,55.0,33.0,"santiago, chile",spanish111,spanish,male,chile,False
1690,49.0,14.0,"seoul, south korea",korean30,korean,female,south korea,False
1691,36.0,6.0,"lagos, nigeria",ibibio3,ibibio,male,nigeria,False
1692,35.0,0.0,"irvine, scotland, uk",english488,english,female,uk,False
1693,25.0,15.0,"la paz, bolivia",spanish112,spanish,male,bolivia,False
1694,46.0,0.0,"kingston, jamaica",english489,english,female,jamaica,False
1695,19.0,8.0,"cochabamba, bolivia",spanish113,spanish,male,bolivia,False
1696,18.0,7.0,"seoul, south korea",korean31,korean,female,south korea,False
1697,53.0,12.0,"new delhi, india",hindi14,hindi,male,india,False
1698,51.0,20.0,"ho chi minh city, vietnam",vietnamese14,vietnamese,male,vietnam,False
1699,28.0,17.0,"beirut, lebanon",arabic57,arabic,female,lebanon,False
1700,34.0,9.0,"baghdad, iraq",arabic58,arabic,male,iraq,False
1701,19.0,3.0,"douala, cameroon",french48,french,female,cameroon,False
1702,55.0,9.0,"irbid, jordan",arabic59,arabic,male,jordan,False
1703,49.0,29.0,"urumqi, xin jiang, china",uyghur3,uyghur,female,china,False
1704,45.0,22.0,"sivas, turkey",turkish26,turkish,male,turkey,False
1705,21.0,11.0,"rotterdam, netherlands",dutch43,dutch,male,netherlands,False
1706,22.0,6.0,"tirana, albania",albanian9,albanian,female,albania,False
1707,29.0,12.0,"niedersachsen, germany",german32,german,female,germany,False
1708,84.0,18.0,"gomel, belarus",russian38,russian,male,belarus,False
1709,18.0,0.0,"auckland, new zealand",english490,english,male,new zealand,False
1710,50.0,35.0,"yerevan, armenia",armenian8,armenian,female,armenia,False
1711,60.0,14.0,"cairo, egypt",arabic60,arabic,male,egypt,False
1712,24.0,4.0,"bethlehem, pennsylvania, usa",greek12,greek,male,usa,False
1713,79.0,0.0,"westmoreland, jamaica",english491,english,female,jamaica,False
1714,39.0,17.0,"paktia, afghanistan",pashto8,pashto,male,afghanistan,False
1715,35.0,28.0,"seoul, south korea",korean32,korean,female,south korea,False
1716,22.0,0.0,"omaha, nebraska, usa",english492,english,female,usa,False
1717,22.0,8.0,"copenhagen, denmark",danish7,danish,male,denmark,False
1718,20.0,0.0,"miami, florida, usa",english493,english,male,usa,False
1719,27.5,0.0,"findlay, ohio, usa",english494,english,male,usa,False
1720,21.0,0.0,"kirkland, washington, usa",english495,english,male,usa,False
1721,33.0,8.0,"bangkok, thailand",thai12,thai,male,thailand,False
1722,30.0,13.0,"seongnam, south korea",korean33,korean,female,south korea,False
1723,36.0,5.0,"coimbatore, tamil nadu, india",tamil5,tamil,female,india,False
1724,20.0,0.0,"london, england, uk",english496,english,male,uk,False
1725,23.0,4.0,"petah-tiqwa, israel",hebrew9,hebrew,male,israel,False
1726,22.0,0.0,"cleveland, ohio, usa",english497,english,male,usa,False
1727,27.0,0.0,"prince george, british columbia, canada",english498,english,male,canada,False
1728,21.0,0.0,"st. paul, minnesota, usa",english499,english,female,usa,False
1729,39.0,12.0,"paris, france",french49,french,male,france,False
1730,18.0,7.0,"istanbul, turkey",turkish27,turkish,female,turkey,False
1731,55.0,39.0,"sulaymaniyah, iraq",kurdish8,kurdish,female,iraq,False
1732,22.0,8.0,"seville, spain",spanish114,spanish,female,spain,False
1733,38.0,0.0,"albury, new south wales, australia",english500,english,male,australia,False
1734,64.0,0.0,"pittsburgh, pennsylvania, usa",english501,english,female,usa,False
1735,30.0,0.0,"farmington hills, michigan, usa",english502,english,female,usa,False
1736,21.0,10.0,"shanghai, china",mandarin49,mandarin,male,china,False
1737,19.0,16.0,"bytow, poland",polish26,polish,male,poland,False
1738,19.0,6.0,"koszalin, poland",polish27,polish,male,poland,False
1739,29.0,0.0,"benin city, nigeria",english503,english,female,nigeria,False
1740,21.0,12.0,"antwerp, belgium",dutch44,dutch,female,belgium,False
1741,23.0,11.0,"bologna, italy",italian30,italian,male,italy,False
1742,22.0,2.0,"sint niklaas, belgium",dutch45,dutch,male,belgium,False
1743,22.0,12.0,"hulshout, belgium",dutch46,dutch,female,belgium,False
1744,58.0,8.0,"la paz, bolivia",spanish115,spanish,female,bolivia,False
1745,20.0,10.0,"koszalin, poland",polish28,polish,female,poland,False
1746,28.0,11.0,"sunds, denmark",danish8,danish,female,denmark,False
1747,37.0,6.0,"bogota, colombia",spanish116,spanish,male,colombia,False
1748,20.0,11.0,"sianow, poland",polish29,polish,male,poland,False
1749,21.0,9.0,"koszalin, poland",polish30,polish,female,poland,False
1750,25.0,5.0,"brooklyn, new york, usa",russian39,russian,female,usa,False
1751,67.0,14.0,"paris, france",french50,french,female,france,False
1752,23.0,9.0,"vetlanda, sweden",swedish14,swedish,male,sweden,False
1753,20.0,7.0,"manama, bahrain",arabic61,arabic,male,bahrain,False
1754,59.0,13.0,"kabul, afghanistan",dari4,dari,male,afghanistan,False
1755,24.0,10.0,"balkanabat, turkmenistan",turkmen1,turkmen,male,turkmenistan,False
1756,69.0,5.0,"dangriga, belize",garifuna1,garifuna,female,belize,False
1757,51.0,23.0,"tela atlantida, honduras",garifuna2,garifuna,male,honduras,False
1758,25.0,5.0,"lahore, pakistan",punjabi6,punjabi,male,pakistan,False
1759,22.0,5.0,"lahore, pakistan",punjabi7,punjabi,male,pakistan,False
1760,52.0,4.0,"margibi, liberia",kru1,kru,female,liberia,False
1761,36.0,10.0,"baglung, nepal",nepali9,nepali,male,nepal,False
1762,28.0,3.0,"dublin, ireland",irish1,irish,male,ireland,False
1763,49.0,30.0,"almaty, kazakhstan",kazakh3,kazakh,female,kazakhstan,False
1764,48.0,7.0,"manila, philippines",tagalog9,tagalog,male,philippines,False
1765,18.0,5.0,"liege, wallonia, belgium",french51,french,male,belgium,False
1766,57.0,40.0,"sulaymaniyah, iraq",kurdish9,kurdish,male,iraq,False
1767,37.0,30.0,"sulaymaniyah, iraq",kurdish10,kurdish,male,iraq,False
1768,19.0,18.0,"ad dammam, saudi arabia",arabic62,arabic,male,saudi arabia,False
1769,28.0,10.0,"bani walid, libya",arabic63,arabic,female,libya,False
1770,23.0,3.0,"katmandu, nepal",nepali10,nepali,female,nepal,False
1772,24.0,4.0,"istanbul, turkey",turkish28,turkish,female,turkey,False
1773,23.0,0.0,"london, england, uk",portuguese40,portuguese,male,uk,False
1774,23.0,8.0,"bishkek, kyrgyzstan",russian40,russian,female,kyrgyzstan,False
1775,32.0,14.0,"jakarta, indonesia",indonesian8,indonesian,male,indonesia,False
1776,22.0,9.0,"tallinn, estonia",estonian3,estonian,male,estonia,False
1777,23.0,6.0,"riyadh, saudi arabia",arabic64,arabic,male,saudi arabia,False
1778,32.0,10.0,"samail, oman",arabic65,arabic,female,oman,False
1779,22.0,6.0,"tema, ghana",twi4,twi,female,ghana,False
1780,19.0,3.5,"bangalore, india",malayalam3,malayalam,female,india,False
1781,27.0,5.0,"willemstad, curacao",papiamentu1,papiamentu,female,curacao,False
1782,44.0,13.0,"jilandhar, punjab, india",punjabi8,punjabi,male,india,False
1783,23.0,10.0,"willemstad, curacao",papiamentu2,papiamentu,male,curacao,False
1784,50.0,14.0,"medina, saudi arabia",arabic66,arabic,male,saudi arabia,False
1785,43.0,22.0,"nasriah, iraq",arabic67,arabic,male,iraq,False
1786,25.0,0.0,"west palm beach, florida, usa",english504,english,male,usa,False
1787,25.0,13.0,"dakar, senegal",wolof6,wolof,male,senegal,False
1788,25.0,9.0,"hsinchu, taiwan",mandarin50,mandarin,male,taiwan,False
1790,23.0,4.0,"nairobi, kenya",kikuyu4,kikuyu,female,kenya,False
1791,31.0,16.0,"baku, azerbaijan",azerbaijani3,azerbaijani,male,azerbaijan,False
1792,25.0,10.0,"tianjin, hebei, china",mandarin51,mandarin,male,china,False
1793,26.0,6.0,"shaoxing, zhejiang, china",mandarin52,mandarin,female,china,False
1794,23.0,1.0,"new delhi, india",hindi15,hindi,female,india,False
1795,22.0,4.0,"lahore, pakistan",urdu13,urdu,female,pakistan,False
1796,36.0,5.0,"accra, ghana",ga5,ga,male,ghana,False
1797,46.0,12.0,"madrid, spain",spanish117,spanish,male,spain,False
1798,50.0,0.0,"beirut, lebanon",english505,english,female,lebanon,False
1799,30.0,0.0,"new orleans, louisiana, usa",english506,english,female,usa,False
1800,21.0,0.0,"accra, ghana",english507,english,male,ghana,False
1801,20.0,0.0,"winfield, illinois, usa",english508,english,female,usa,False
1802,44.0,0.0,"coudersport, pennsylvania, usa",english509,english,female,usa,False
1803,66.0,0.0,"philadelphia, pennsylvania, usa",english510,english,female,usa,False
1804,23.0,6.0,"vlore, albania",greek13,greek,female,albania,False
1805,20.0,6.0,"london, uk",arabic68,arabic,male,uk,False
1806,48.0,13.0,"monterrey, mexico",spanish118,spanish,female,mexico,False
1807,40.0,11.0,"madrid, spain",spanish119,spanish,female,spain,False
1808,21.0,11.0,"ankara, turkey",turkish29,turkish,female,turkey,False
1809,29.0,15.0,"ho chi minh city, vietnam",vietnamese15,vietnamese,male,vietnam,False
1810,55.0,15.0,"kerma, sudan",arabic69,arabic,female,sudan,False
1811,28.0,28.0,"darhan, mongolia",mongolian7,mongolian,female,mongolia,False
1812,39.0,6.0,"manila, philippines",tagalog10,tagalog,female,philippines,False
1813,56.0,11.0,"lisbon, portugal",french52,french,female,portugal,False
1814,20.0,11.0,"seoul, south korea",korean34,korean,female,south korea,False
1815,48.0,12.0,"kwangju, south korea",korean35,korean,male,south korea,False
1816,22.0,3.0,"lancaster, pennsylvania, usa",greek14,greek,female,usa,False
1817,38.0,13.0,"ningbo, zhejiang, china",mandarin53,mandarin,female,china,False
1818,31.0,0.0,"montgomery, alabama, usa",english511,english,female,usa,False
1819,54.0,0.0,"salina, kansas, usa",english512,english,female,usa,False
1820,56.0,18.0,"kabul, afghanistan",pashto9,pashto,male,afghanistan,False
1821,30.0,12.0,"lome, togo",ife1,ife,male,togo,False
1822,21.0,7.0,"pizen, czech republic",czech8,czech,female,czech republic,False
1823,25.0,2.0,"bogota, colombia",spanish120,spanish,female,colombia,False
1824,22.0,12.0,"stokholm, sweden",swedish15,swedish,male,sweden,False
1825,33.0,10.0,"dhaka, bangladesh",bengali13,bengali,female,bangladesh,False
1826,34.0,21.0,"pasaquina, el salvador",spanish121,spanish,male,el salvador,False
1827,47.0,16.0,"casablanca, morocco",arabic70,arabic,male,morocco,False
1828,29.0,21.0,"kuwait city, kuwait",arabic71,arabic,female,kuwait,False
1829,69.0,7.0,"nakhon si thammarat, thailand",thai13,thai,female,thailand,False
1830,19.0,10.0,"creteil, france",french53,french,female,france,False
1831,26.0,10.0,"toluca, mexico",spanish122,spanish,female,mexico,False
1832,20.0,11.0,"baghdad, iraq",arabic72,arabic,female,iraq,False
1833,21.0,14.0,"yokosuka, japan",japanese20,japanese,male,japan,False
1834,57.0,14.0,"ilbague, colombia",spanish123,spanish,female,colombia,False
1835,22.0,5.0,"santa cruz, bolivia",spanish124,spanish,male,bolivia,False
1836,39.0,11.0,"goteborg, sweden",swedish16,swedish,female,sweden,False
1837,59.0,11.0,"manila, philippines",tagalog11,tagalog,female,philippines,False
1838,51.0,12.0,"taegu, south korea",korean36,korean,female,south korea,False
1839,81.0,8.0,"jerusalem, israel",greek15,greek,female,israel,False
1840,23.0,9.0,"lima, peru",spanish125,spanish,male,peru,False
1841,47.0,7.0,"nazareth, israel",arabic73,arabic,female,israel,False
1842,25.0,5.0,"jining, inner mongolia, china",mongolian8,mongolian,male,china,False
1843,27.0,14.0,"seoul, south korea",korean37,korean,female,south korea,False
1844,30.0,10.0,"nizhni novgorod, russia",russian41,russian,female,russia,False
1845,19.0,5.0,"riga, latvia",latvian3,latvian,female,latvia,False
1846,25.0,8.0,"vichy, france",french54,french,female,france,False
1847,53.0,13.0,"tokyo, japan",japanese21,japanese,female,japan,False
1848,25.0,10.0,"inchon, south korea",korean38,korean,male,south korea,False
1849,22.0,10.0,"mexico city, mexico",portuguese41,portuguese,male,mexico,False
1850,52.0,17.0,"long xuyen, vietnam",vietnamese16,vietnamese,male,vietnam,False
1851,33.0,5.0,"legaspi, philippines",tagalog12,tagalog,female,philippines,False
1852,25.0,7.0,"lvivska oblast, ukraine",ukrainian10,ukrainian,female,ukraine,False
1853,54.0,5.0,"colon, panama",spanish126,spanish,female,panama,False
1854,36.0,11.0,"werder, ethiopia",amharic16,amharic,male,ethiopia,False
1855,37.0,7.0,"asmara, eritrea",tigrigna7,tigrigna,female,eritrea,False
1856,52.0,0.0,"bocas del toro, panama",english513,english,female,panama,False
1857,18.0,3.0,"dubai, united arab emirates",malayalam4,malayalam,female,united arab emirates,False
1858,27.0,16.0,"gorgan, iran",farsi17,farsi,female,iran,False
1859,22.0,10.0,"varna, bulgaria",bulgarian15,bulgarian,male,bulgaria,False
1860,34.0,19.0,"san salvador, el salvador",spanish127,spanish,male,el salvador,False
1861,20.0,8.0,"farjestaden, sweden",swedish17,swedish,female,sweden,False
1862,55.0,14.0,"pusan, south korea",korean39,korean,male,south korea,False
1863,46.0,5.0,"accra, ghana",fanti3,fanti,female,ghana,False
1864,65.0,35.0,"taipei, taiwan",taiwanese7,taiwanese,female,taiwan,False
1865,24.0,20.0,"katmandu, nepal",nepali11,nepali,female,nepal,False
1867,28.0,9.0,"paide, estonia",estonian4,estonian,female,estonia,False
1868,56.0,32.0,"kabul, afghanistan",dari5,dari,female,afghanistan,False
1869,30.0,7.0,"lima, peru",spanish128,spanish,female,peru,False
1870,18.0,4.0,"alexandria, egypt",arabic74,arabic,male,egypt,False
1871,63.0,6.0,"bamenda, cameroon",ngemba2,ngemba,female,cameroon,False
1872,57.0,0.0,"youngstown, ohio, usa",english514,english,male,usa,False
1873,55.0,0.0,"youngstown, ohio, usa",english515,english,female,usa,False
1874,47.0,30.0,"havana, cuba",spanish129,spanish,female,cuba,False
1875,32.0,0.0,"dripping springs, texas, usa",english516,english,female,usa,False
1876,33.0,0.0,"colorado springs, colorado, usa",english517,english,male,usa,False
1877,39.0,10.0,"stuttgart, germany",german33,german,male,germany,False
1878,24.0,0.0,"kells, meath, ireland",english518,english,male,ireland,False
1879,28.0,11.0,"bochum, germany",german34,german,male,germany,False
1880,21.0,6.0,"kyustendil, bulgaria",bulgarian16,bulgarian,male,bulgaria,False
1881,69.0,12.0,"ashiya, japan",japanese22,japanese,female,japan,False
1882,18.0,1.0,"karachi, pakistan",english519,english,female,pakistan,False
1883,24.0,21.0,"luanda, angola",portuguese42,portuguese,male,angola,False
1884,47.0,0.0,"st. paul, minnesota, usa",english520,english,female,usa,False
1885,26.0,2.0,"riyadh, saudi arabia",arabic75,arabic,female,saudi arabia,False
1886,25.0,0.0,"bethesda, maryland, usa",english521,english,female,usa,False
1887,22.0,0.0,"bethpage, new york, usa",english522,english,female,usa,False
1888,18.0,0.0,"madison, wisconsin, usa",english523,english,female,usa,False
1889,62.0,12.0,"settat, morocco",french55,french,female,morocco,False
1890,19.0,0.0,"downers grove, illinois, usa",english524,english,male,usa,False
1891,27.0,21.0,"guayaquil, ecuador",spanish130,spanish,male,ecuador,False
1892,25.0,4.0,"jiddah, saudi arabia",arabic76,arabic,male,saudi arabia,False
1893,18.0,0.0,"albion, new york, usa",english525,english,female,usa,False
1894,18.0,4.0,"ad dammam, saudi arabia",arabic77,arabic,female,saudi arabia,False
1895,20.0,0.0,"woodbridge, virginia, usa",english526,english,male,usa,False
1896,19.0,5.0,"yekaterinburg, russia",mongolian9,mongolian,male,russia,False
1897,19.0,3.0,"washington, district of columbia, usa",arabic78,arabic,female,usa,False
1898,21.0,5.0,"douala, cameroon",french56,french,female,cameroon,False
1899,24.0,13.0,"medina, saudi arabia",arabic79,arabic,female,saudi arabia,False
1900,25.0,10.0,"chengdu, sichuan, china",mandarin54,mandarin,female,china,False
